Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128,Coordinate 129,Coordinate 130,Coordinate 131,Coordinate 132,Coordinate 133,Coordinate 134,Coordinate 135,Coordinate 136,Coordinate 137,Coordinate 138,Coordinate 139,Coordinate 140,Coordinate 141,Coordinate 142,Coordinate 143,Coordinate 144
375,465,311,464,312,465,312,465,312,464,312,465,312,465,312,465,312,464,312,465,312,465,311,465,311,465,310,465,310,464,310,465,310,463,311,463,311,462,312,462,312,464,313,464,313,465,312,464,312,465,312,465,312,465,312,465,312,464,313,464,312,464,311,463,312,463,309,463,311,463,309,463,311,462,309,462,309,461,308,461,308,462,306,462,306,463,304,463,304,463,304,463,304,463,304,463,304,462,304,463,303,463,303,463,303,463,303,463,303,463,303,463,303,463,303,463,304,463,304,463,304,463,304,463,304,463,304,463,304,463,304,463,304,463,304,463,304
291,468,301,467,303,468,301,467,301,467,301,468,301,467,301,468,301,467,301,468,301,468,300,468,300,467,299,468,299,467,300,467,300,466,300,465,300,465,302,465,302,466,302,466,302,468,301,467,301,467,301,468,301,468,301,468,301,467,302,467,301,466,301,466,302,466,300,466,301,465,300,466,302,465,300,465,301,464,300,464,300,466,299,465,299,466,297,467,297,467,297,467,296,467,296,467,296,466,296,467,296,467,296,467,296,467,296,467,296,467,296,467,296,467,296,467,296,467,297,467,297,467,297,467,297,467,297,467,297,467,297,467,297,467,297,467,297
61,368,306,370,309,369,308,369,307,368,307,368,307,368,307,368,307,368,307,368,307,369,307,369,307,368,306,368,306,369,306,370,306,369,305,370,306,371,306,371,306,370,308,370,308,369,307,368,308,368,307,368,308,368,307,368,307,368,307,368,307,368,306,368,307,368,306,367,306,367,306,366,306,366,305,366,305,367,304,367,304,367,304,366,304,366,302,365,302,366,302,365,301,366,301,365,301,365,301,365,301,366,301,365,301,365,301,365,301,365,300,365,301,365,301,365,301,365,301,365,301,365,301,365,301,365,301,365,301,364,301,365,301,365,301,365,301
185,373,298,374,301,373,299,374,299,373,299,373,299,373,298,372,298,373,298,373,299,373,298,373,298,373,297,373,297,374,297,374,298,373,297,374,297,375,298,375,298,374,299,374,299,374,298,373,299,373,299,373,299,373,299,373,299,373,299,373,298,373,298,372,299,372,298,372,298,372,298,371,298,371,298,371,298,371,298,371,297,371,297,370,297,371,296,369,296,370,296,369,295,370,295,369,295,370,295,369,295,370,295,369,295,370,295,369,295,370,294,370,294,370,295,369,295,370,295,370,295,370,295,370,295,369,295,370,295,369,295,369,295,369,295,370,295
40,380,292,382,295,381,293,381,293,381,293,381,293,380,292,380,292,380,292,381,292,381,292,381,292,381,291,381,291,381,291,382,291,381,291,381,290,382,291,382,291,382,292,381,292,381,292,381,292,381,292,381,292,381,292,381,292,380,292,380,292,381,292,380,292,380,292,379,291,379,292,379,292,379,292,379,293,379,292,379,292,379,292,378,291,379,291,378,291,379,291,378,291,379,291,378,291,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290,378,290
39,390,285,392,288,391,286,391,286,391,286,391,286,390,285,390,285,390,285,391,285,391,285,391,285,391,284,391,284,391,284,391,284,391,284,391,283,391,284,391,284,391,285,391,284,391,284,390,285,391,285,391,285,391,285,390,285,390,285,390,285,390,284,390,285,390,285,389,284,389,285,389,285,389,285,389,286,389,285,389,286,390,286,389,285,389,285,388,285,389,285,388,285,389,285,388,285,389,284,388,284,389,284,388,284,389,284,389,284,389,284,389,284,389,284,389,284,389,284,389,285,389,284,389,285,388,285,389,285,388,284,389,284,389,284,389,285
37,407,279,408,282,408,281,407,280,407,280,407,280,407,279,406,279,407,279,407,280,407,279,407,279,407,279,407,279,407,278,408,278,407,278,407,277,407,278,407,278,407,279,407,278,407,278,406,279,407,279,407,280,407,279,407,280,406,279,406,279,406,279,406,279,406,279,406,278,406,279,405,280,405,280,405,281,405,280,405,280,406,280,405,280,406,281,405,280,406,281,405,280,406,280,405,280,405,279,405,279,406,279,405,279,406,279,405,279,405,279,405,279,405,279,405,279,405,279,405,280,405,279,406,280,405,280,406,280,405,280,405,280,405,279,406,280
0,423,279,424,283,424,281,423,281,423,281,423,281,423,280,423,279,423,280,423,280,423,280,423,279,423,279,423,279,423,279,423,279,422,279,422,277,422,278,422,278,422,279,422,279,423,278,422,279,423,280,423,280,423,280,423,280,422,280,422,280,422,279,422,280,422,280,421,279,421,280,421,280,421,281,421,282,421,281,421,281,421,281,421,281,421,282,421,281,421,282,421,281,421,281,421,281,421,280,421,281,421,280,421,280,421,280,421,280,421,280,421,280,421,280,421,280,421,281,421,281,421,280,421,281,421,281,421,281,421,281,421,281,421,281,421,281
267,438,277,438,280,438,279,438,278,438,278,438,278,438,277,438,277,438,277,438,278,438,277,438,277,438,277,438,277,438,276,438,276,437,276,437,275,436,276,436,276,437,277,437,277,438,276,437,277,438,277,438,278,438,278,438,278,437,278,437,277,437,277,436,277,436,277,436,277,436,277,436,278,435,278,435,279,435,279,435,279,436,279,435,278,436,279,435,279,436,279,435,279,436,279,435,279,435,278,435,278,436,278,436,278,436,278,435,277,436,278,435,277,435,278,435,278,436,278,436,279,436,278,436,279,436,278,436,279,436,278,436,278,436,278,436,279
269,452,281,452,284,452,282,452,282,452,282,452,282,452,281,452,281,452,281,452,281,452,281,452,281,452,280,452,280,451,280,452,280,451,280,450,280,450,281,450,281,451,281,451,281,452,280,451,281,452,281,452,281,452,281,452,282,451,281,451,281,451,281,450,281,450,281,450,281,450,281,450,282,449,282,449,283,449,282,448,283,449,282,449,282,450,282,449,282,450,282,450,282,450,282,450,282,449,281,449,281,450,281,450,281,450,281,450,281,450,281,450,281,450,281,450,281,450,282,450,282,450,281,450,282,450,282,450,282,450,282,450,282,450,282,450,282
270,459,287,459,290,459,288,459,288,459,288,459,288,459,287,459,287,459,287,459,287,459,287,459,286,459,286,460,286,459,286,459,286,458,286,457,286,457,287,457,287,458,288,458,287,459,286,459,287,459,287,459,287,459,287,459,287,459,287,458,287,458,287,458,287,457,287,458,287,457,287,457,288,456,288,456,289,456,288,456,288,457,288,457,288,457,287,458,287,458,287,458,287,458,287,458,287,457,286,457,286,458,286,458,286,458,286,458,286,458,286,458,286,458,286,458,286,458,287,458,287,458,286,458,287,458,287,458,287,458,287,458,287,458,287,458,287
409,465,293,464,295,465,293,464,293,464,293,464,293,464,292,464,292,464,293,465,293,464,292,465,292,464,291,465,291,464,292,464,292,463,292,462,292,462,293,462,293,463,294,463,294,464,293,464,293,464,293,465,293,465,293,464,293,464,293,464,293,463,293,463,293,463,293,463,293,462,293,463,294,462,293,462,294,461,293,461,293,463,292,462,292,463,292,464,291,464,291,464,291,464,291,464,291,463,291,463,290,464,290,464,290,464,290,464,290,464,290,464,290,463,290,464,290,464,291,464,291,464,291,464,291,464,291,464,291,464,291,464,291,464,291,464,291
291,468,301,467,303,468,301,467,301,467,301,468,301,468,301,467,301,467,301,468,301,468,300,468,300,467,299,468,299,467,300,467,300,466,300,465,301,464,302,465,302,466,302,466,302,468,301,467,301,467,301,468,301,468,301,468,301,467,302,467,301,467,301,466,302,466,300,466,301,465,300,466,302,465,300,465,301,464,300,464,300,466,298,465,299,466,297,467,297,467,297,467,296,467,296,467,296,466,296,467,296,467,296,467,296,467,296,467,296,467,296,467,296,467,296,467,296,467,297,467,297,467,297,467,296,467,297,467,297,467,297,467,297,467,297,467,297
78,376,305,377,308,377,307,377,307,376,306,376,306,376,306,376,306,376,306,376,307,376,306,377,306,376,305,376,305,377,305,378,305,377,305,378,305,378,305,378,305,378,307,378,307,377,307,376,307,376,307,376,307,376,306,376,306,376,306,376,306,376,305,376,306,376,305,375,305,375,305,374,305,374,304,374,304,374,303,374,303,374,303,373,302,373,301,372,301,373,301,372,300,373,300,372,300,373,300,372,300,373,300,372,300,373,300,372,300,373,299,372,300,373,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300
95,383,313,384,315,384,316,384,316,383,315,383,316,383,316,383,315,383,315,384,316,384,315,384,315,383,314,384,314,384,313,385,314,384,314,385,314,385,314,385,314,385,316,385,316,384,316,383,316,383,316,384,316,383,315,383,315,383,316,383,315,383,314,383,315,383,312,382,314,382,312,381,313,381,311,381,310,381,309,381,308,381,308,380,307,380,305,379,305,380,305,379,304,380,304,379,305,380,305,379,304,380,304,379,304,380,304,379,304,380,304,380,304,380,304,380,305,380,305,380,304,380,305,379,304,379,304,379,304,379,304,379,304,379,304,380,304
88,389,317,390,318,390,320,390,320,389,320,389,320,389,320,389,320,389,320,390,321,390,320,390,320,389,319,389,319,390,318,390,318,390,318,390,318,390,319,391,319,390,320,390,320,390,320,389,321,389,321,390,321,389,320,389,320,389,321,389,320,389,319,389,319,389,315,388,318,388,315,387,317,387,314,387,313,387,311,387,311,387,310,387,310,387,307,386,307,386,307,386,306,386,306,386,307,386,307,386,307,386,306,386,306,386,306,386,306,386,306,386,306,386,306,386,307,386,307,386,306,386,307,386,306,386,306,386,306,385,307,386,306,386,306,386,306
178,398,320,399,321,399,324,399,324,398,324,398,325,398,325,398,325,398,325,399,325,399,324,399,324,398,323,399,323,399,322,400,322,399,322,399,323,399,323,399,323,399,324,399,324,399,325,398,325,399,325,399,326,399,324,398,324,398,325,398,324,398,323,398,323,398,318,397,322,397,318,396,320,396,317,396,316,396,313,396,313,397,312,396,312,396,309,395,308,396,308,395,308,396,308,395,308,396,308,395,308,396,308,395,308,396,308,396,308,396,308,396,308,396,308,396,309,396,309,396,308,396,309,396,308,395,308,396,307,395,308,395,308,395,308,396,308
87,409,322,410,323,410,327,410,327,409,327,410,327,409,328,409,327,409,327,410,328,410,327,410,327,410,325,410,326,410,325,410,325,409,325,409,325,409,325,409,326,410,327,410,327,410,327,409,328,410,328,410,328,410,327,410,327,409,328,409,327,409,325,409,326,409,320,408,324,408,320,407,323,407,319,407,317,407,315,407,314,408,313,407,313,408,310,407,310,408,309,407,309,407,310,407,310,407,310,407,310,407,309,407,309,407,309,407,310,407,310,407,310,407,309,407,310,407,310,407,309,407,310,407,309,407,310,407,309,407,310,407,309,407,309,407,309
14,423,323,423,324,424,327,424,327,423,328,423,328,423,328,423,328,423,328,424,328,424,327,424,327,423,326,424,326,423,325,424,325,423,326,423,326,422,326,422,326,423,327,423,328,423,328,423,329,423,328,424,329,423,327,423,327,423,329,423,328,423,326,422,327,422,321,422,325,421,320,421,323,420,319,420,318,420,315,420,315,421,313,420,313,421,310,420,310,421,310,420,310,421,310,420,310,420,310,420,310,421,309,420,310,421,310,420,310,420,310,420,310,420,310,420,310,420,310,420,309,420,310,420,309,420,310,420,309,420,310,420,310,420,310,420,310
317,435,321,435,322,436,325,436,325,435,325,436,326,436,326,435,326,435,326,436,326,436,325,436,325,436,324,436,324,435,323,436,323,435,323,434,324,434,324,434,324,435,325,435,326,436,326,435,326,436,326,436,327,436,325,436,325,435,326,435,325,435,324,434,324,434,319,434,322,433,318,433,321,432,317,432,316,432,313,432,313,433,312,432,312,432,308,432,308,433,308,432,308,432,308,432,309,432,308,432,308,433,308,432,308,432,308,432,309,432,308,432,308,432,308,432,309,432,309,432,308,432,309,432,308,432,308,432,307,432,309,432,308,432,308,433,308
402,444,317,444,319,445,321,445,321,444,321,445,322,444,322,444,322,444,321,445,322,445,321,445,321,444,319,445,320,444,319,445,319,444,320,443,320,443,320,443,320,444,321,444,322,445,322,444,322,444,322,445,322,445,321,445,321,444,322,444,321,444,320,443,321,443,316,443,319,442,315,442,318,441,314,441,313,441,311,441,311,442,309,441,309,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,306,442,307,442,305,442,307,442,306,442,306,442,305,442,306,442,306,442,306,442,306
318,451,313,451,314,451,316,451,316,451,316,451,316,451,316,451,316,451,316,451,316,451,316,451,316,451,314,451,315,451,314,451,314,450,315,449,315,449,315,449,316,450,316,450,317,451,316,451,317,451,317,451,317,451,316,451,316,450,317,450,316,450,315,450,316,449,312,450,314,449,311,449,314,448,311,448,310,448,308,447,308,449,307,449,307,449,304,449,304,450,303,450,303,449,304,449,304,449,304,449,303,449,303,450,303,449,303,449,303,449,303,449,303,449,303,449,304,450,304,449,303,450,304,450,303,450,304,450,303,450,304,450,304,450,304,450,304
324,455,309,454,310,455,311,455,311,454,311,455,311,455,311,455,311,454,311,455,311,455,311,455,310,455,310,455,310,454,309,454,309,453,310,453,310,452,311,452,311,453,312,453,312,455,311,454,312,455,312,455,312,455,311,455,311,454,312,454,311,454,310,453,311,453,308,453,310,453,307,453,310,452,307,452,307,452,305,451,305,453,304,453,304,454,302,454,301,454,301,454,301,454,301,454,301,453,301,453,301,454,301,454,301,454,301,454,301,454,301,453,301,453,301,454,301,454,302,454,301,454,301,454,301,454,301,454,301,454,302,454,301,454,301,454,302
308,460,301,459,303,459,301,459,301,459,301,459,301,459,301,459,301,459,301,460,301,459,301,460,301,459,300,460,300,459,300,459,300,458,300,457,300,456,302,457,302,458,302,458,302,459,301,459,302,459,302,460,301,460,301,460,301,459,302,459,301,458,301,458,302,458,300,458,301,457,300,458,301,457,300,457,301,457,299,456,300,458,298,458,298,459,297,459,297,459,297,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,460,296,460,296,459,297,460,297,460,297,460,297
78,376,305,377,308,377,307,377,307,376,306,376,307,376,306,376,306,376,306,376,306,376,306,377,306,376,305,376,305,377,305,378,305,377,305,378,305,378,305,378,305,378,307,378,307,377,307,376,307,376,307,376,307,376,306,376,306,376,306,376,306,376,305,376,306,376,305,375,305,375,305,374,305,374,304,374,304,374,303,374,303,374,303,373,302,373,301,372,301,373,301,372,300,373,300,372,300,373,300,372,300,373,300,372,300,373,300,372,300,373,300,372,300,373,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300,372,300
191,383,299,384,302,383,300,383,300,383,300,383,300,383,299,383,299,383,300,383,300,383,299,383,299,383,298,383,299,383,298,384,299,383,298,384,298,385,299,385,299,385,300,384,300,384,299,383,300,383,300,383,300,383,300,383,300,383,300,383,300,383,299,382,300,382,299,382,299,382,299,381,300,381,299,381,300,381,299,381,299,381,298,380,298,380,298,379,297,380,297,379,296,380,297,379,297,379,296,379,296,380,296,379,296,380,296,379,296,379,296,379,296,380,296,379,296,379,296,379,296,379,296,379,296,379,296,379,296,379,296,379,296,379,296,379,296
80,390,296,392,300,391,298,391,297,391,297,391,297,390,296,390,296,390,296,391,297,391,296,391,296,390,295,391,295,391,295,392,296,391,295,391,295,392,296,392,295,392,297,392,296,391,296,391,296,391,297,391,297,391,297,390,297,390,297,390,296,391,296,390,297,390,296,390,296,389,297,389,297,389,297,388,298,389,297,389,297,389,297,388,296,388,296,387,296,388,296,387,295,388,296,387,295,388,295,387,295,388,295,387,295,388,295,387,294,388,294,387,294,387,295,387,295,387,295,387,295,387,295,387,295,387,295,387,295,387,295,387,295,387,295,387,295
81,399,294,400,298,400,295,400,295,399,295,399,295,399,294,399,294,399,294,400,294,400,294,400,294,399,293,399,293,400,293,400,293,399,293,400,292,400,293,400,293,400,294,400,294,400,293,399,294,400,294,400,294,399,294,399,294,399,294,399,294,399,294,399,294,399,294,398,294,398,295,397,295,397,295,397,296,398,295,398,295,398,295,397,295,398,295,397,295,397,295,396,295,397,295,397,295,397,294,396,294,397,294,397,294,397,294,397,293,397,293,397,293,397,294,397,294,397,294,397,294,397,294,397,294,397,294,397,294,397,294,397,294,397,294,397,294
82,410,293,411,296,410,294,410,294,410,293,410,293,410,292,410,292,410,292,410,293,410,292,410,292,410,292,410,292,410,291,411,292,410,291,410,291,410,292,410,292,410,293,410,292,410,292,410,292,410,293,410,293,410,293,410,293,409,293,409,293,409,292,409,293,409,293,409,293,409,294,408,294,408,294,408,295,408,295,408,295,409,295,408,294,408,295,407,294,408,295,407,294,408,294,408,294,408,293,407,293,408,293,408,293,408,293,408,293,408,293,408,293,408,293,408,293,408,294,408,294,408,293,408,294,408,294,408,294,407,294,408,294,408,294,408,294
13,422,292,423,296,423,293,422,293,422,293,422,293,422,292,422,292,422,292,422,292,422,292,422,291,422,291,422,291,422,291,423,291,422,291,421,290,421,291,421,291,422,292,422,292,422,291,422,292,422,292,422,292,422,292,422,293,422,292,421,292,421,292,421,292,421,293,421,292,420,293,420,294,420,294,420,295,420,294,420,294,421,294,420,294,420,294,420,294,421,294,420,294,420,294,420,294,420,293,420,293,420,293,420,293,420,293,420,293,420,293,420,292,420,293,420,293,420,293,420,294,420,293,420,294,420,294,420,294,420,294,420,294,420,294,420,294
312,433,292,433,295,433,293,433,292,433,292,433,292,433,291,433,291,433,291,433,291,433,291,433,291,433,290,433,290,433,290,433,290,432,290,432,290,431,291,431,290,432,291,432,291,433,290,432,291,433,291,433,291,433,292,433,292,432,292,432,291,432,291,432,292,432,292,431,291,431,292,431,293,430,293,430,294,430,294,430,294,431,293,430,293,431,294,431,293,431,293,431,293,431,293,431,293,431,292,431,292,431,292,431,292,431,292,431,292,431,292,431,292,431,292,431,292,431,293,431,293,431,292,431,293,431,293,431,293,431,293,431,293,431,293,431,293
311,442,292,442,295,442,293,442,292,441,292,442,292,442,291,442,291,441,291,442,292,442,291,442,291,442,290,442,290,441,290,442,291,441,290,440,290,440,291,440,291,441,292,441,292,441,291,441,291,442,292,442,292,442,292,442,292,441,292,441,292,441,291,440,292,440,292,440,292,440,292,440,293,439,293,439,294,439,293,438,294,440,293,439,293,440,293,440,293,440,293,440,293,440,293,440,293,440,292,440,292,440,292,440,292,440,292,440,291,440,292,440,291,440,292,440,292,440,292,440,293,440,292,440,293,440,293,441,293,440,293,440,293,440,292,441,293
